"Group.1"	"Group.2"	"Group.3"	"Group.4"	"Species"	"spp"	"Wing.length.1"	"Wing.length.2"	"Country"	"Location"	"Altitude"	"hemisphere"	"Latitude"	"Latitude_cor"	"Longitude"	"Geological.age"	"Origin"	"Period"	"wl"	"dup"	"Lat1_cor"	"Lat_un"
"2443"	"Chironomidae"	"Chironominae"	"Chironomini"	"Harnischia"	"curtilamellata"	"Harnischia curtilamellata"	1896	NA	"France"	"Gascogne River"	"107"	"N"	"47.92"	47.92	0.48	"rec"	"ZSM"	"recent"	1896	"Harnischia curtilamellata 1896 NA"	47.92	47.92
"2444"	"Chironomidae"	"Chironominae"	"Chironomini"	"Cladopelma"	"bicarinatum"	"Cladopelma bicarinatum"	1840	1950	" Germany"	"Wurzacher Ried"	"654"	"N"	"47.92"	47.92	9.88	"rec"	"ZSM"	"recent"	1840	"Cladopelma bicarinatum 1840 1950"	47.92	47.92
"2445"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Heterotrissicladius"	"grimshawi"	"Heterotrissicladius grimshawi"	2442	NA	"Germany"	"Wurzacher Ried"	"651"	"N"	"47.92"	47.92	9.88	"rec"	"ZSM"	"recent"	2442	"Heterotrissicladius grimshawi 2442 NA"	47.92	47.92
"2447"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Heterotrissicladius"	"grimshawi"	"Heterotrissicladius grimshawi"	2487	NA	"Germany"	"Wurzacher Ried"	"651"	"N"	"47.92"	47.92	9.88	"rec"	"ZSM"	"recent"	2487	"Heterotrissicladius grimshawi 2487 NA"	47.92	47.92
"2449"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Heterotrissicladius"	"grimshawi"	"Heterotrissicladius grimshawi"	2527	NA	"Germany"	"Wurzacher Ried"	"651"	"N"	"47.92"	47.92	9.88	"rec"	"ZSM"	"recent"	2527	"Heterotrissicladius grimshawi 2527 NA"	47.92	47.92
"2451"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Heterotrissicladius"	"grimshawi"	"Heterotrissicladius grimshawi"	2574	NA	"Germany"	"Wurzacher Ried"	"651"	"N"	"47.92"	47.92	9.88	"rec"	"ZSM"	"recent"	2574	"Heterotrissicladius grimshawi 2574 NA"	47.92	47.92
"2453"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Tanytarsus"	"heusdensis"	"Tanytarsus heusdensis"	1539	1524.3	"Germany"	"Wurzacher Ried"	"651"	"N"	"47.92"	47.92	9.89	"rec"	"ZSM"	"recent"	1539	"Tanytarsus heusdensis 1539 1524.3"	47.92	47.92
"2454"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Limnophyes"	"spinigus"	"Limnophyes spinigus"	1210	1370	" Germany"	"Pupplinger Au"	"485"	"N"	"47.93"	47.93	11.45	"rec"	"ZSM"	"recent"	1210	"Limnophyes spinigus 1210 1370"	47.93	47.93
"2455"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Bryophaenocladius"	"aestivus"	"Bryophaenocladius aestivus"	1950	2030	" Germany"	"Pupplinger Au"	"585"	"N"	"47.93"	47.93	11.45	"rec"	"ZSM"	"recent"	1950	"Bryophaenocladius aestivus 1950 2030"	47.93	47.93
"2457"	"Chironomidae"	"Chironominae"	""	"Paratendipes"	"nudisquana"	"Paratendipes nudisquana"	1515.5	NA	"Deutschland"	"Pelhamer See"	"527"	"N"	"47.93"	47.93	12.3498063	"rec"	"ZSM"	"recent"	1515.5	"Paratendipes nudisquana 1515.5 NA"	47.93	47.93
"2458"	"Chironomidae"	"Chironominae"	""	"Paratendipes"	"nudisquana"	"Paratendipes nudisquana"	1523.1	NA	"Deutschland"	"Pelhamer See"	"527"	"N"	"47.93"	47.93	12.3498063	"rec"	"ZSM"	"recent"	1523.1	"Paratendipes nudisquana 1523.1 NA"	47.93	47.93
"2459"	"Chironomidae"	"Tanypodinae"	"Pentaneurini"	"Ablabesmyia"	"monilis"	"Ablabesmyia monilis"	2900	3070	"Germany"	"Seebruck"	"521"	"N"	"47.93"	47.93	12.47	"rec"	"ZSM"	"recent"	2900	"Ablabesmyia monilis 2900 3070"	47.93	47.93
"2461"	"Chironomidae"	"Tanypodinae"	"Pentaneurini"	"Ablabesmyia"	"longistyla"	"Ablabesmyia longistyla"	2690	2850	" Germany"	"Hoellthal-Muehle"	"517"	"N"	"47.97"	47.97	7.57	"rec"	"ZSM"	"recent"	2690	"Ablabesmyia longistyla 2690 2850"	47.97	47.97
"2463"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Limnophyes"	"pentaplastus"	"Limnophyes pentaplastus"	1067	NA	"Germany"	"Memmingen"	"603"	"N"	"47.97"	47.97	10.2	"rec"	"ZSM"	"recent"	1067	"Limnophyes pentaplastus 1067 NA"	47.97	47.97
"2464"	"Chironomidae"	"Tanypodinae"	"Pentaneurini"	"Zavrelimyia"	"hirtimanus"	"Zavrelimyia hirtimanus"	1298	1274	"Germany"	"Memmingen"	"603"	"N"	"47.97"	47.97	10.2	"rec"	"ZSM"	"recent"	1298	"Zavrelimyia hirtimanus 1298 1274"	47.97	47.97
"2465"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Heterotanytarsus"	"apicalis"	"Heterotanytarsus apicalis"	1334	NA	"Germany"	"Memmingen"	"603"	"N"	"47.97"	47.97	10.2	"rec"	"ZSM"	"recent"	1334	"Heterotanytarsus apicalis 1334 NA"	47.97	47.97
"2466"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Limnophyes"	"pentaplastus"	"Limnophyes pentaplastus"	1382	NA	"Germany"	"Memmingen"	"603"	"N"	"47.97"	47.97	10.2	"rec"	"ZSM"	"recent"	1382	"Limnophyes pentaplastus 1382 NA"	47.97	47.97
"2467"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Heterotanytarsus"	"apicalis"	"Heterotanytarsus apicalis"	1392	NA	"Germany"	"Memmingen"	"603"	"N"	"47.97"	47.97	10.2	"rec"	"ZSM"	"recent"	1392	"Heterotanytarsus apicalis 1392 NA"	47.97	47.97
"2468"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Heterotanytarsus"	"apicalis"	"Heterotanytarsus apicalis"	1775	NA	"Germany"	"Memmingen"	"603"	"N"	"47.97"	47.97	10.2	"rec"	"ZSM"	"recent"	1775	"Heterotanytarsus apicalis 1775 NA"	47.97	47.97
"2469"	"Chironomidae"	"Tanypodinae"	"Pentaneurini"	"Krenopelopia"	"nigropunctata"	"Krenopelopia nigropunctata"	1839	NA	"Germany"	"Memmingen"	"603"	"N"	"47.97"	47.97	10.2	"rec"	"ZSM"	"recent"	1839	"Krenopelopia nigropunctata 1839 NA"	47.97	47.97
"2470"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Rheocricotopus"	"artipes"	"Rheocricotopus atripes"	1872	1870	"Germany"	"Memmingen"	"603"	"N"	"47.97"	47.97	10.2	"rec"	"ZSM"	"recent"	1872	"Rheocricotopus atripes 1872 1870"	47.97	47.97
"2471"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Heterotanytarsus"	"apicalis"	"Heterotanytarsus apicalis"	1911	NA	"Germany"	"Memmingen"	"603"	"N"	"47.97"	47.97	10.2	"rec"	"ZSM"	"recent"	1911	"Heterotanytarsus apicalis 1911 NA"	47.97	47.97
"2472"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Rheocricotopus"	"artipes"	"Rheocricotopus atripes"	1983	1984	"Germany"	"Memmingen"	"603"	"N"	"47.97"	47.97	10.2	"rec"	"ZSM"	"recent"	1983	"Rheocricotopus atripes 1983 1984"	47.97	47.97
"2473"	"Chironomidae"	"Tanypodinae"	"Pentaneurini"	"Krenopelopia"	"nigropunctata"	"Krenopelopia nigropunctata"	2023	NA	"Germany"	"Memmingen"	"603"	"N"	"47.97"	47.97	10.2	"rec"	"ZSM"	"recent"	2023	"Krenopelopia nigropunctata 2023 NA"	47.97	47.97
"2474"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Paratrissocladius"	"excerptus"	"Paratrissocladius excerptus"	2245	2248	"Germany"	"Memmingen"	"603"	"N"	"47.97"	47.97	10.2	"rec"	"ZSM"	"recent"	2245	"Paratrissocladius excerptus 2245 2248"	47.97	47.97
"2475"	""	""	""	"Zavrelimyia"	"Zavrelimyia hirtimanus"	"Zavrelimyia hirtimanus(Kieffer, 1918)"	1298	1274	"Bayern, Germany"	"Benninger Moos, Memmingen"	"603"	"N"	"47.974"	47.974	10.20424408	"rec"	"ZSM"	"recent"	1298	"Zavrelimyia hirtimanus(Kieffer, 1918) 1298 1274"	47.974	47.974
"2476"	""	""	""	"Rheocricotopus"	" Rheocricotopus artipes"	" Rheocricotopus artipes (Kieffer)"	1872	1870	"Bayern, Germany"	"Benninger Moos, Memmingen"	"603"	"N"	"47.974"	47.974	10.20424408	"rec"	"ZSM"	"recent"	1872	" Rheocricotopus artipes (Kieffer) 1872 1870"	47.974	47.974
"2477"	""	""	""	"Rheocricotopus"	" Rheocricotopus artipes"	" Rheocricotopus artipes (Kieffer)"	1983	1984	"Bayern, Germany"	"Benninger Moos, Memmingen"	"603"	"N"	"47.974"	47.974	10.20424408	"rec"	"ZSM"	"recent"	1983	" Rheocricotopus artipes (Kieffer) 1983 1984"	47.974	47.974
"2478"	""	""	""	"Paratrissocladius"	"Paratrissocladius excerptus"	"Paratrissocladius excerptus(Walker, 1856)"	2245	2248	"Bayern, Germany"	"Benninger Moos, Memmingen"	"603"	"N"	"47.974"	47.974	10.20424408	"rec"	"ZSM"	"recent"	2245	"Paratrissocladius excerptus(Walker, 1856) 2245 2248"	47.974	47.974
"2479"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Chaetocladius"	"piger"	"Chaetocladius piger"	2910	3030	" Germany"	"Eisenbach"	"1000"	"N"	"47.98"	47.98	8.27	"rec"	"ZSM"	"recent"	2910	"Chaetocladius piger 2910 3030"	47.98	47.98
"2480"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Orthocladius"	"maius"	"Orthocladius maius"	2234	NA	"Germany"	"Memmingen"	"602"	"N"	"47.98"	47.98	10.16	"rec"	"ZSM"	"recent"	2234	"Orthocladius maius 2234 NA"	47.98	47.98
"2481"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Chaetocladius"	"melaleucus"	"Chaetocladius melaleucus"	2290	2500	" Germany"	"Memmingen"	"600"	"N"	"47.98"	47.98	10.16	"rec"	"ZSM"	"recent"	2290	"Chaetocladius melaleucus 2290 2500"	47.98	47.98
"2482"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Chaetocladius"	"melaleucus"	"Chaetocladius melaleucus"	2480	2660	" Germany"	"Memmingen"	"600"	"N"	"47.98"	47.98	10.16	"rec"	"ZSM"	"recent"	2480	"Chaetocladius melaleucus 2480 2660"	47.98	47.98
"2483"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Orthocladius"	"maius"	"Orthocladius maius"	2602	NA	"Germany"	"Memmingen"	"602"	"N"	"47.98"	47.98	10.16	"rec"	"ZSM"	"recent"	2602	"Orthocladius maius 2602 NA"	47.98	47.98
"2484"	"Chironomidae"	"Chironominae"	"Chironomini"	"Chironomus"	"longipes"	"Chironomus longipes"	3130	3160	" Germany"	"Memmingen"	"600"	"N"	"47.98"	47.98	10.16	"rec"	"ZSM"	"recent"	3130	"Chironomus longipes 3130 3160"	47.98	47.98
"2485"	"Chironomidae"	"Tanypodinae"	"Macropelopiini"	"Macropelopia"	"notata"	"Macropelopia notata"	3420	NA	"Germany"	"Memmingen"	"602"	"N"	"47.98"	47.98	10.16	"rec"	"ZSM"	"recent"	3420	"Macropelopia notata 3420 NA"	47.98	47.98
"2486"	"Chironomidae"	"Tanypodinae"	"Macropelopiini"	"Macropelopia"	"notata"	"Macropelopia notata"	3788	NA	"Germany"	"Memmingen"	"602"	"N"	"47.98"	47.98	10.16	"rec"	"ZSM"	"recent"	3788	"Macropelopia notata 3788 NA"	47.98	47.98
"2487"	"Chironomidae"	"Chironominae"	"Chironomini"	"Chironomus"	"bernensis"	"Chironomus bernensis"	4120	4230	" Germany"	"Memmingen"	"600"	"N"	"47.98"	47.98	10.16	"rec"	"ZSM"	"recent"	4120	"Chironomus bernensis 4120 4230"	47.98	47.98
"2488"	"Chironomidae"	"Chironominae"	"Chironomini"	"Chironomus"	"pseudothummi"	"Chironomus pseudothummi"	4640	NA	" Germany"	"Memmingen"	"600"	"N"	"47.98"	47.98	10.16	"rec"	"ZSM"	"recent"	4640	"Chironomus pseudothummi 4640 NA"	47.98	47.98
"2489"	"Chironomidae"	"Chironominae"	"Chironomini"	"Chironomus"	"bernensis"	"Chironomus bernensis"	4820	4930	" Germany"	"Memmingen"	"600"	"N"	"47.98"	47.98	10.16	"rec"	"ZSM"	"recent"	4820	"Chironomus bernensis 4820 4930"	47.98	47.98
"2490"	"Chironomidae"	"Chironominae"	"Chironomini"	"Chironomus"	"bernensis"	"Chironomus bernensis"	4950	5050	" Germany"	"Memmingen"	"600"	"N"	"47.98"	47.98	10.16	"rec"	"ZSM"	"recent"	4950	"Chironomus bernensis 4950 5050"	47.98	47.98
"2491"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Stempellina"	"bausei"	"Stempellina bausei"	1363	NA	"Germany"	"Memmingen"	"602"	"N"	"47.98"	47.98	10.17	"rec"	"ZSM"	"recent"	1363	"Stempellina bausei 1363 NA"	47.98	47.98
"2492"	"Chironomidae"	"Chironominae"	"Chironomini"	"Cladopelma"	"virescens"	"Cladopelma virescens"	1702	1648.5	"Germany"	"Memmingen"	"602"	"N"	"47.98"	47.98	10.19	"rec"	"ZSM"	"recent"	1702	"Cladopelma virescens 1702 1648.5"	47.98	47.98
"2493"	"Chironomidae"	"Orthocladiinae"	""	"Paracricotopus"	"niger"	"Paracricotopus niger"	935.6	NA	"Deutschland"	"Memmingen"	"602"	"N"	"47.98"	47.98	10.20424408	"rec"	"ZSM"	"recent"	935.6	"Paracricotopus niger 935.6 NA"	47.98	47.98
"2494"	"Chironomidae"	"Orthocladiinae"	""	"Paracricotopus"	"niger"	"Paracricotopus niger"	1006.2	NA	"Deutschland"	"Memmingen"	"602"	"N"	"47.98"	47.98	10.20424408	"rec"	"ZSM"	"recent"	1006.2	"Paracricotopus niger 1006.2 NA"	47.98	47.98
"2495"	"Chironomidae"	"Orthocladiinae"	""	"Paracladius"	"conversus"	"Oracladius conversus"	2944	NA	"Deutschland"	"Memmingen"	"602"	"N"	"47.98"	47.98	10.20424408	"rec"	"ZSM"	"recent"	2944	"Oracladius conversus 2944 NA"	47.98	47.98
"2496"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Limnophyes"	"habilis"	"Limnophyes habilis"	1080	1190	" Germany"	"Schaeftlarn"	"562"	"N"	"47.98"	47.98	11.46	"rec"	"ZSM"	"recent"	1080	"Limnophyes habilis 1080 1190"	47.98	47.98
"2497"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Limnophyes"	"habilis"	"Limnophyes habilis"	1400	1400	" Germany"	"Schaeftlarn"	"562"	"N"	"47.98"	47.98	11.46	"rec"	"ZSM"	"recent"	1400	"Limnophyes habilis 1400 1400"	47.98	47.98
"2498"	"Chironomidae"	"Chironominae"	"Chironomini"	"Cladopelma"	"laterale"	"Cladopelma laterale"	2000	NA	" Germany"	"Schaeftlarn"	"692"	"N"	"47.98"	47.98	11.46	"rec"	"ZSM"	"recent"	2000	"Cladopelma laterale 2000 NA"	47.98	47.98
"2500"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Tanytarsus"	"quadridentatus"	"Tanytarsus quadridentatus"	1594	1674.5	"Germany"	"Seeon"	"536"	"N"	"47.98"	47.98	12.46	"rec"	"ZSM"	"recent"	1594	"Tanytarsus quadridentatus 1594 1674.5"	47.98	47.98
"2501"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Tanytarsus"	"quadridentatus"	"Tanytarsus quadridentatus"	1612	NA	"Germany"	"Seeon"	"536"	"N"	"47.98"	47.98	12.46	"rec"	"ZSM"	"recent"	1612	"Tanytarsus quadridentatus 1612 NA"	47.98	47.98
"2502"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Limnophyes"	"smolandicus"	"Limnophyes smolandicus"	1298	NA	"Germany"	"Zellersee"	"580"	"N"	"48"	48	9.64	"rec"	"ZSM"	"recent"	1298	"Limnophyes smolandicus 1298 NA"	48	48
"2503"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Limnophyes"	"smolandicus"	"Limnophyes smolandicus"	1337	NA	"Germany"	"Zellersee"	"580"	"N"	"48"	48	9.64	"rec"	"ZSM"	"recent"	1337	"Limnophyes smolandicus 1337 NA"	48	48
"2504"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Limnophyes"	"smolandicus"	"Limnophyes smolandicus"	1374	NA	"Germany"	"Zellersee"	"580"	"N"	"48"	48	9.64	"rec"	"ZSM"	"recent"	1374	"Limnophyes smolandicus 1374 NA"	48	48
"2505"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Limnophyes"	"smolandicus"	"Limnophyes smolandicus"	1385	NA	"Germany"	"Zellersee"	"580"	"N"	"48"	48	9.64	"rec"	"ZSM"	"recent"	1385	"Limnophyes smolandicus 1385 NA"	48	48
"2506"	"Chironomidae"	"Tanypodinae"	"Pentaneurini"	"Ablabesmyia"	"phatta"	"Ablabesmyia phatta"	4320	4620	"Mongolia"	"Janatin Dolon"	"1200"	"N"	"48"	48	82.59	"rec"	"ZSM"	"recent"	4320	"Ablabesmyia phatta 4320 4620"	48	48
"2508"	"Chironomidae"	"Chironominae"	"Chironomini"	"Dicrotendipes"	"lobiger"	"Dicrotendipes lobiger"	2760	2810	" Mongolia"	"Char Us Nuur"	"1150"	"N"	"48.03"	48.03	105.95	"rec"	"ZSM"	"recent"	2760	"Dicrotendipes lobiger 2760 2810"	48.03	48.03
"2509"	"Chironomidae"	"Prodiamesinae"	""	"Monodiamesa"	"ekmani"	"Monodiamesa ekmani"	2384	NA	"Deutschland"	"Inn"	"431"	"N"	"48.06"	48.06	10.20424408	"rec"	"ZSM"	"recent"	2384	"Monodiamesa ekmani 2384 NA"	48.06	48.06
"2510"	"Chironomidae"	"Prodiamesinae"	""	"Monodiamesa"	"ekmani"	"Monodiamesa ekmani"	2835.7	NA	"Deutschland"	"Inn"	"431"	"N"	"48.06"	48.06	11.57	"rec"	"ZSM"	"recent"	2835.7	"Monodiamesa ekmani 2835.7 NA"	48.06	48.06
"2511"	"Chironomidae"	"Chironominae"	"Chironomini"	"Chyphomella"	"cornea"	"Chyphomella cornea"	2344	NA	"Germany"	"Inn"	"434"	"N"	"48.06"	48.06	12.22	"rec"	"ZSM"	"recent"	2344	"Chyphomella cornea 2344 NA"	48.06	48.06
"2512"	"Chironomidae"	"Tanypodinae"	"Pentaneurini"	"Ablabesmyia"	"monilis"	"Ablabesmyia monilis"	2510	2700	" Germany"	"Wesslinger See"	"595"	"N"	"48.07"	48.07	11.25	"rec"	"ZSM"	"recent"	2510	"Ablabesmyia monilis 2510 2700"	48.07	48.07
"2513"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Micropsectra"	"pharetrophora"	"Micropsectra pharetrophora"	2700	2810	" Russia"	"Matua Island"	"785"	"N"	"48.07"	48.07	153.21	"rec"	"ZSM"	"recent"	2700	"Micropsectra pharetrophora 2700 2810"	48.07	48.07
"2514"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Micropsectra"	"polita"	"Micropsectra polita"	2710	2870	" Russia"	"Matua Island"	"785"	"N"	"48.07"	48.07	153.21	"rec"	"ZSM"	"recent"	2710	"Micropsectra polita 2710 2870"	48.07	48.07
"2515"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Micropsectra"	"nana"	"Micropsectra nana"	1430	1550	" Germany"	"Schluifelder See"	"574"	"N"	"48.08"	48.08	11.2	"rec"	"ZSM"	"recent"	1430	"Micropsectra nana 1430 1550"	48.08	48.08
"2516"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Cricotopus"	"trifascia"	"Cricotopus trifascia"	2200	2400	" Germany"	"Etterschlag"	"531"	"N"	"48.08"	48.08	11.2	"rec"	"ZSM"	"recent"	2200	"Cricotopus trifascia 2200 2400"	48.08	48.08
"2517"	"Chironomidae"	"Chironominae"	"Chironomini"	"Chironomus"	"dorsalis"	"Chironomus dorsalis"	3300	3470	" Germany"	"Etterschlag"	"570"	"N"	"48.08"	48.08	11.2	"rec"	"ZSM"	"recent"	3300	"Chironomus dorsalis 3300 3470"	48.08	48.08
"2519"	"Chironomidae"	"Chironominae"	"Chironomini"	"Chironomus"	"dorsalis"	"Chironomus dorsalis"	3700	3730	" Germany"	"Etterschlag"	"570"	"N"	"48.08"	48.08	11.2	"rec"	"ZSM"	"recent"	3700	"Chironomus dorsalis 3700 3730"	48.08	48.08
"2521"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Paratanytarsus"	"bituberculatus"	"Paratanytarsus bituberculatus"	1674	NA	"Germany"	"Munich"	"543"	"N"	"48.11"	48.11	11.51	"rec"	"ZSM"	"recent"	1674	"Paratanytarsus bituberculatus 1674 NA"	48.11	48.11
"2522"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Tanytarsus"	"pallidicornis"	"Tanytarsus pallidicornis"	2197	NA	"Germany"	"Muenchen"	"543"	"N"	"48.11"	48.11	11.51	"rec"	"ZSM"	"recent"	2197	"Tanytarsus pallidicornis 2197 NA"	48.11	48.11
"2523"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Tanytarsus"	"holochlorus"	"Tanytarsus holochlorus"	2223	NA	"Germany"	"Muenchen"	"543"	"N"	"48.11"	48.11	11.51	"rec"	"ZSM"	"recent"	2223	"Tanytarsus holochlorus 2223 NA"	48.11	48.11
"2524"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Tanytarsus"	"pallidicornis"	"Tanytarsus pallidicornis"	2660	NA	"Germany"	"Muenchen"	"543"	"N"	"48.11"	48.11	11.51	"rec"	"ZSM"	"recent"	2660	"Tanytarsus pallidicornis 2660 NA"	48.11	48.11
"2525"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Tanytarsus"	"bathophilus"	"Tanytarsus bathophilus"	2752	NA	"Germany"	"Munich"	"543"	"N"	"48.11"	48.11	11.51	"rec"	"ZSM"	"recent"	2752	"Tanytarsus bathophilus 2752 NA"	48.11	48.11
"2527"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Paratanytarsus"	"austriacus"	"Paratanytarsus austriacus"	3113	NA	"Germany"	"Munich"	"543"	"N"	"48.11"	48.11	11.51	"rec"	"ZSM"	"recent"	3113	"Paratanytarsus austriacus 3113 NA"	48.11	48.11
"2528"	"Chironomidae"	"Orthocladiinae"	""	"Nanocladius"	"rectinervis"	"Nanocladius rectinervis"	1382.9	NA	"Deutschland"	"Münche"	"543"	"N"	"48.11"	48.11	11.57	"rec"	"ZSM"	"recent"	1382.9	"Nanocladius rectinervis 1382.9 NA"	48.11	48.11
"2529"	"Chironomidae"	"Chironominae"	""	"Paratanytarsus"	"bituberculatus"	"Paratnaytarsus bituberculatus"	1673.8	NA	"Deutschland"	"Münche"	"543"	"N"	"48.11"	48.11	11.57	"rec"	"ZSM"	"recent"	1673.8	"Paratnaytarsus bituberculatus 1673.8 NA"	48.11	48.11
"2530"	"Chironomidae"	"Chironominae"	""	"Paratanytarsus"	"austriacus"	"Paratanytarsus austriacus"	3113.4	NA	"Deutschland"	"Münche"	"543"	"N"	"48.11"	48.11	11.57	"rec"	"ZSM"	"recent"	3113.4	"Paratanytarsus austriacus 3113.4 NA"	48.11	48.11
"2531"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Tanytarsus"	"pallidicornis"	"Tanytarsus pallidicornis"	2211	NA	"Germany"	"Ismaning"	"560"	"N"	"48.11"	48.11	12.29	"rec"	"ZSM"	"recent"	2211	"Tanytarsus pallidicornis 2211 NA"	48.11	48.11
"2532"	"Chironomidae"	"Chironominae"	""	"Parachironomus"	""	"Parachironomus arcuatus"	2250	NA	"Europe"	""	""	"N"	"48.12087591"	48.12087591	11.42578701	"rec"	"Lehmann, 1970"	"recent"	2250	"Parachironomus arcuatus 2250 NA"	48.12087591	48.12087591
"2533"	"Chironomidae"	"Tanypodinae"	"Pentaneurini"	"Paramerina"	"divisa"	"Paramerina divisa"	1939	NA	"Germany"	"Munich"	"524"	"N"	"48.13"	48.13	11.57	"rec"	"ZSM"	"recent"	1939	"Paramerina divisa 1939 NA"	48.13	48.13
"2534"	"Chironomidae"	"Tanypodinae"	"Pentaneurini"	"Paramerina"	"divisa"	"Paramerina divisa"	1975	NA	"Germany"	"Munich"	"524"	"N"	"48.13"	48.13	11.57	"rec"	"ZSM"	"recent"	1975	"Paramerina divisa 1975 NA"	48.13	48.13
"2535"	"Chironomidae"	"Chironominae"	"Chironomini"	"Endochironomus"	"alismatis"	"Endochironomus alismatis"	2841	NA	"Germany"	"Munich"	"524"	"N"	"48.13"	48.13	11.57	"rec"	"ZSM"	"recent"	2841	"Endochironomus alismatis 2841 NA"	48.13	48.13
"2536"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Acricotopus"	"lucens"	"Acricotopus lucens"	2867	NA	"Germany"	"Munich"	"524"	"N"	"48.13"	48.13	11.57	"rec"	"ZSM"	"recent"	2867	"Acricotopus lucens 2867 NA"	48.13	48.13
"2537"	"Chironomidae"	"Chironominae"	"Chironomini"	"Endochironomus"	"alismatis"	"Endochironomus alismatis"	3350	NA	"Germany"	"Munich"	"524"	"N"	"48.13"	48.13	11.57	"rec"	"ZSM"	"recent"	3350	"Endochironomus alismatis 3350 NA"	48.13	48.13
"2538"	"Chironomidae"	"Tanypodinae"	"Pentaneurini"	"Conchapelopia"	"triannulata"	"Conchapelopia triannulata"	2600	2770	" Austria"	"Wechling"	"290"	"N"	"48.13"	48.13	15.01	"rec"	"ZSM"	"recent"	2600	"Conchapelopia triannulata 2600 2770"	48.13	48.13
"2540"	"Chironomidae"	"Tanypodinae"	"Pentaneurini"	"Conchapelopia"	"pallidula"	"Conchapelopia pallidula"	2890	3040	" Austria"	"Wechling"	"290"	"N"	"48.13"	48.13	15.01	"rec"	"ZSM"	"recent"	2890	"Conchapelopia pallidula 2890 3040"	48.13	48.13
"2541"	"Chironomidae"	"Tanypodinae"	"Pentaneurini"	"Conchapelopia"	"triannulata"	"Conchapelopia triannulata"	2970	3180	" Austria"	"Wechling"	"290"	"N"	"48.13"	48.13	15.01	"rec"	"ZSM"	"recent"	2970	"Conchapelopia triannulata 2970 3180"	48.13	48.13
"2546"	"Chironomidae"	"Chironominae"	""	"Parachironomus"	"frequens"	"Parachironomus frequens"	2465.5	NA	"�sterreich"	"Wechling"	"271"	"N"	"48.13"	48.13	15.10037219	"rec"	"ZSM"	"recent"	2465.5	"Parachironomus frequens 2465.5 NA"	48.13	48.13
"2547"	"Chironomidae"	"Chironominae"	""	"Parachironomus"	""	"Parachironomus monochromus"	2050	NA	"Holarctic"	""	""	"N"	"48.1375447"	48.1375447	11.52604255	"rec"	"Lehmann, 1970"	"recent"	2050	"Parachironomus monochromus 2050 NA"	48.1375447	48.1375447
"2548"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Rheotanytarsus"	"curtistylus"	"Rheotanytarsus curtistylus"	1366	NA	"Germany"	"Schoengeising"	"563"	"N"	"48.14"	48.14	11.19	"rec"	"ZSM"	"recent"	1366	"Rheotanytarsus curtistylus 1366 NA"	48.14	48.14
